X,Y,OBJECTID,PANTHERID,SEX,AGE,LOCATION,CAUSE,YEAR,Date,last_edited_date,CauseLong,Type
-81.2384258134465,26.4234581086616,1227,UCFP310,Male,2.5,Carcass was located on the north side of CR846 where it had been pulled off the road by the individual who hit  (vehicle collision) the animal,Vehicular trauma,2017,2017/06/16 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.6313996151435,26.2583219504418,1228,UCFP309,Male,UNK,1274 Keri Island Rd.  North side of GG E just S of Immokalee Rd. Carcass was under a bougainvillea bush.,Unknown,2017,2017/06/11 04:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-81.5195223004769,26.5022774520086,1229,FP248,Female,3,Just south of the intersection of Corkscrew Road and SR82.,Vehicular trauma,2017,2017/05/11 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Injury
-81.222500096509,26.6053944290682,1230,UCFP308,Female,3.5,"Keri Rd., CR 832. Original coordinates 26.6054, -81.2225. South side of road, across ditch.",Vehicular trauma,2017,2017/05/08 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.3139915166316,26.4204319106572,1231,UCFP307,Female,4.5,CR846. 2.6 miles west of CR858 (County Line Rd),Vehicular trauma,2017,2017/04/20 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5383658011528,26.4823889803885,1232,UCFP313,Male,2,"CREW Marsh Trails hiking area; Pop Ash Slough Trail",ISA,2017,2017/04/14 04:00:00+00,2021/03/03 20:57:38+00,ISA,Mortality
,,1233,UCFP306,Male,2.5,I-4 center median near exit 58,Vehicular trauma,2017,2017/04/13 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-80.9814778836979,26.5484215953549,1234,UCFP305,Female,1.5,"CR835, 0.37km south of Dooley Grade",Vehicular trauma,2017,2017/04/05 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5717805829982,26.4466306646806,1235,FP198,Female,9,"citrus grove 500m south of CR850, 1km west of Lee-Collier line",ISA,2017,2017/03/22 04:00:00+00,2021/03/03 20:57:38+00,ISA,Mortality
-81.374807570961,26.4191027003993,1236,UCFP304,Female,4,CR 846 approximately 2 miles east of Immokalee,Vehicular trauma,2017,2017/03/14 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.4961263759947,26.5013042907432,1237,UCFP303,Female,2,SR 82 1.4 miles east of CR850,Vehicular trauma,2017,2017/03/09 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.544703394821,26.5135871665591,1238,UCFP302,Female,2.5,"SR82, 2.8km west of junction with CR850.  Just where new 4 lane section begins.",Vehicular trauma,2017,2017/03/04 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.6944924971712,27.2406667325322,1239,UCFP301,Male,2.75,"NE Four Mile Grade Road 2 miles north of SR70, 12 miles east of Arcadia; extensive orange groves on east side, open cattle ranchlands on west side",Vehicular trauma,2017,2017/02/28 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5092471887975,26.5047342532318,1240,UCFP300,Male,5.5,SR82 1/2 mile east of CR850,Vehicular trauma,2017,2017/02/27 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5097319664372,26.2334781430745,1241,UCFP299,Unknown, ,"about 200' south of east end of 2nd Ave NE, east of Desoto Blvd",Unknown,2017,2017/02/23 05:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-80.9547841216368,26.5207591618777,1242,K388,Male,4,US Sugar property east of CR385,ISA,2017,2017/01/27 05:00:00+00,2021/03/03 20:57:38+00,ISA,Mortality
-81.3848433211431,27.0991865863432,1243,UCFP297,Male,3.5,SR 8 near Venus, ,2017,2017/01/14 05:00:00+00,2021/03/03 20:57:38+00, ,Injury
-81.2064499718878,26.6056714216159,1244,UCFP296,Male,3,"On CR832, 5 miles west of CR833; near Triburton",Vehicular trauma,2017,2017/01/12 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.7845839135847,26.4622880236229,1245,UCFP295,Female,4.5,intersection of Ben Hill Griffin Pkwy and FGCU Blvd,Vehicular trauma,2016,2016/12/10 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.7679093259921,26.4376938799074,1246,UCFP294,Female,2,Corkscrew Rd 1/4 mile east of Ben Hill Griffin Pkwy,Vehicular trauma,2016,2016/12/09 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.7495964125438,26.5553095053017,1247,UCFP293,Female,4,Just south of Daniels Pkwy on road to RSW,Vehicular trauma,2016,2016/12/08 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
